time,PS,T10M,T2M,TO3,TOX,TQI,TQL,TQV,TS,U10M,U2M,U50M,V10M,V2M,V50M
2021-01-01 00:00:00,92795.336,275.39212,274.88336,344.13614,0.0073773903,0.056915283,0.16699219,11.376106,274.2828,-2.501295,-1.4721301,-4.557106,1.9109838,1.1085382,3.602841
2021-01-01 01:00:00,92759.44,275.4251,274.98022,343.95404,0.0073733,0.04788208,0.1842041,11.373566,274.41614,-2.871738,-1.7596812,-4.921787,1.9304708,1.158889,3.4937322
2021-01-01 02:00:00,92719.14,275.34412,274.9647,344.39365,0.0073827715,0.042419434,0.23278809,11.452582,274.441,-2.9781063,-1.860957,-4.930976,1.8739169,1.1416612,3.3761196
2021-01-01 03:00:00,92670.1,275.34045,274.97284,345.0558,0.007396923,0.055862427,0.27416992,11.644869,274.45926,-2.8250453,-1.7510054,-4.8071623,1.7323895,1.0456227,3.1821778
2021-01-01 04:00:00,92603.3,275.08258,274.78912,347.37033,0.0074467245,0.088653564,0.22515869,11.768814,274.35516,-2.8993328,-1.8293345,-4.8028665,1.2059169,0.7343174,2.242403
2021-01-01 05:00:00,92559.164,274.65305,274.3774,350.06262,0.0075040003,0.11904907,0.18249512,11.741401,273.9462,-2.8219361,-1.7682441,-4.7965884,0.8077059,0.50376296,1.4645925
2021-01-01 06:00:00,92548.98,274.31024,273.97546,352.67517,0.0075605237,0.11657715,0.17797852,11.664256,273.54745,-2.2966967,-1.3248024,-4.399524,0.49564147,0.3033011,0.97154087
2021-01-01 07:00:00,92559.74,274.23636,273.82413,355.03082,0.00761103,0.08203125,0.17687988,11.5372,273.41705,-2.079756,-1.1209266,-3.822257,0.17696452,0.12011927,0.37173003
2021-01-01 08:00:00,92573.0,274.32275,273.97864,356.24744,0.007652059,0.044540405,0.17877197,11.197208,273.73535,-1.849812,-0.99046475,-3.2312994,-0.09565365,-0.023875892,-0.12767276
2021-01-01 09:00:00,92585.85,274.59845,274.51825,357.7857,0.0076844767,0.01863861,0.1776123,10.881499,274.47382,-1.8475091,-1.1941986,-2.7230072,-0.6723401,-0.43914196,-0.87327373
2021-01-01 10:00:00,92633.22,274.74628,274.77368,359.41132,0.007719654,0.011608124,0.15734863,10.580092,275.03766,-1.978756,-1.3606523,-2.554193,-0.60988736,-0.42505452,-0.6479065
2021-01-01 11:00:00,92623.69,275.28253,275.313,361.16162,0.0077565443,0.008148193,0.12249756,10.152077,275.6609,-2.5072727,-1.7108314,-3.3610387,-0.4494251,-0.3200253,-0.3904517
2021-01-01 12:00:00,92578.78,275.8351,275.86575,362.88016,0.007793841,0.0045642853,0.12182617,9.839247,276.23608,-3.0095894,-2.0514078,-4.0038276,0.015048683,-0.005954623,0.23608357
2021-01-01 13:00:00,92549.81,276.07602,276.0671,364.03015,0.007817836,0.0025434494,0.1361084,9.787877,276.36725,-2.9580288,-1.999806,-3.8566177,0.2907544,0.17910738,0.56241775
2021-01-01 14:00:00,92565.3,276.06714,275.9575,364.20203,0.007821503,0.0043907166,0.14556885,9.864407,275.97974,-2.587367,-1.7247889,-3.3364654,0.25487977,0.14958584,0.501125
2021-01-01 15:00:00,92598.164,275.81204,275.59912,363.64575,0.0078099626,0.012485504,0.1352539,10.000337,275.19366,-1.67858,-1.059673,-2.3780615,-0.16950497,-0.14759302,-0.056364298
