time,PS,T10M,T2M,TO3,TOX,TQI,TQL,TQV,TS,U10M,U2M,U50M,V10M,V2M,V50M
2023-01-01 00:00:00,91542.32,283.7381,283.7956,281.4971,0.0060474165,0.0572052,0.31689453,15.669649,283.7363,2.371169,0.9958564,3.068309,3.4656978,1.9533174,4.3608103
2023-01-01 01:00:00,91521.195,283.22128,283.1895,283.9229,0.006086398,0.052246094,0.33691406,14.991759,283.09314,1.6246686,0.6314222,2.146016,3.4190311,1.9016223,4.64794
2023-01-01 02:00:00,91486.79,282.95966,282.95367,285.47174,0.0061196177,0.05847168,0.32299805,14.424248,282.8688,1.7027261,0.63871694,2.460559,4.0440044,2.2465072,5.735641
2023-01-01 03:00:00,91452.51,282.60742,282.57788,286.50952,0.0061418773,0.06062317,0.33605957,14.398274,282.47162,1.3756049,0.4973815,1.9609752,4.2492795,2.370214,5.739777
2023-01-01 04:00:00,91418.45,282.53363,282.50995,287.7749,0.0061690076,0.065979004,0.3581543,15.306095,282.4411,1.2444047,0.4419314,1.844739,4.500648,2.5206456,6.438768
2023-01-01 05:00:00,91380.55,282.45135,282.40814,289.72626,0.006210837,0.08428955,0.45043945,16.57928,282.337,1.3468676,0.5051738,2.0638773,4.6622224,2.6196008,6.7343874
2023-01-01 06:00:00,91311.68,282.55655,282.4937,291.6461,0.00625199,0.091552734,0.4819336,18.072773,282.41986,1.1771171,0.41482592,1.8940275,4.931697,2.7727413,7.3169785
2023-01-01 07:00:00,91190.695,282.81696,282.73486,293.75217,0.0062971907,0.03894043,0.48669434,20.426075,282.63806,0.90895027,0.2947055,1.534271,5.663711,3.1908169,7.8412876
2023-01-01 08:00:00,91065.85,283.15427,283.04126,297.4558,0.006376568,0.0046520233,0.25268555,21.573488,282.90613,1.9125432,0.90538514,2.9003801,6.3019767,3.427517,8.84686
2023-01-01 09:00:00,91024.59,283.38538,283.2093,303.20312,0.0064997664,0.013645172,0.16033936,20.408838,282.97403,4.5491652,2.3689845,6.744175,5.4623,2.7981226,8.042887
2023-01-01 10:00:00,90978.89,283.00586,282.85605,312.06512,0.006689764,0.008010864,0.37426758,18.215937,282.59528,5.975722,3.082249,8.468953,3.6997437,1.8148421,5.309696
2023-01-01 11:00:00,90952.47,282.0936,282.07208,317.5712,0.0068077557,0.0012688637,0.40893555,15.527697,281.91565,5.1708355,2.610601,7.144738,2.5216513,1.2489945,3.406357
2023-01-01 12:00:00,90887.664,281.36755,281.33597,320.11795,0.006862262,0.00014185905,0.3791504,13.842857,281.20294,4.9065213,2.4631696,6.9506626,2.0385008,1.0380931,2.7653556
2023-01-01 13:00:00,90861.734,280.7924,280.70953,321.92053,0.0069009457,3.1366944e-06,0.36791992,12.496617,280.516,4.2763824,2.074925,6.3081503,1.5478272,0.76448536,2.2052155
2023-01-01 14:00:00,90888.36,280.63416,280.58087,323.828,0.006942004,6.25505e-10,0.3569336,11.561635,280.42343,5.1403913,2.5650198,7.454387,1.3941151,0.6817795,1.8582658
